CODE_PAYS;CODE_MARQUE;CODE_CLIENT_ORDER;NOM_CLIENT_ORDER;VIN;CODE_CANAL_VN;L_CANAL;Type_LLD;F2MLInformation;NUM_IMMATRICULATION;GENRE;REF_VERSION;L_MODELE;L_VERSION_VEH;KM_ENTREE_PHYSIQUE;DATE_MEC_CLEAN;PRIX_VENTEVO_HT;PRIX_VENTEVO_TTC;HAB_EXT;LIBELLE_COULEUR;EMPTY_COLUMN
FR;ACC;080946K;VARADES AUTOMOBILES SA;;C250;LEASING / LLD;;;DF-005-DD;VU;CITROEN;Jumper;Jumper T�l� 30 L1H1 HDi 110 BVM6 Club;131477;22/04/2014 00:00;5950;7140;M0ZR;GRIS ALUMINIUM;42;
FR;33;020021M;SADAL ANNECY;;C250;LEASING / LLD;;;EP-934-BW;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Millenium;8960;10/07/2017 00:00;7258,33;8710;M0XZ;NOIR CALDERA;;
FR;AC;020022N;ANOTIN REMIREMONT SAS;VF70BBHYBHE539035;C250;LEASING / LLD;;;EQ-838-TJ;VP;CITROEN;C4 Cactus;C4 Cactus BlueHDi 100 S&S BVM 82g Feel Business;3100;26/09/2017 00:00;12798,17;15357,8;M0VL;EVL  GRIS PLATINIUM;;
FR;AC;020030X;K2 AUTO;VF77B9HF0GJ699148;C250;F2ML;;;EE-663-EW;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 90 BVM Business;50305;27/07/2016 00:00;7988,71;9586,45;M09P;GRIS SHARK;;
FR;AC;020030X;K2 AUTO;VF7AAFHZ0E8533384;C250;F2ML;;;DQ-838-RP;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Club;41816;14/04/2015 00:00;6014,12;7216,94;P0WP;BLANC BANQUISE;
FR;AC;020030X;K2 AUTO;VF7PAHMTCHR805119;C250;LEASING / LLD;;;EP-885-HG;VP;CITROEN;C1;C1 5 portes PureTech 82 BVM Millenium;6247;20/07/2017 00:00;7466,67;8960;P0P8;BLANC LIPIZAN;
FR;AC;020030X;K2 AUTO;VF7PSCFBCGR636357;C250;LEASING / LLD;;;EL-928-XQ;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Feel;5594;24/04/2017 00:00;6305;7566;M09A;GRIS CARLINITE;
FR;AC;020030X;K2 AUTO;VF7PSCFBCHR640138;C250;LEASING / LLD;;;EN-287-FP;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Millenium;16657;13/06/2017 00:00;6933,33;8320;P0RK;ERK JELLY BERRY;
FR;AC;020030X;K2 AUTO;VF7PSCFBCHR643986;C250;LEASING / LLD;;;EP-974-HQ;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Millenium;12517;20/07/2017 00:00;7091,67;8510;P0Y2;ROUGE SCARLET;
FR;AC;020030X;K2 AUTO;VF7VABHXHHZ054660;C250;LEASING / LLD;;;EN-002-RM;VP;CITROEN;SpaceTourer /Jumpy Combi;Jumpy Combi Taille XL BlueHDi 115 S&S BVM6 Confort;19749;27/06/2017 00:00;18340,33;22008,4;M0VL;EVL  GRIS PLATINIUM;
FR;AC;020038F;SAS BEARN AUTO;VF70BBHYBFE574076;C250;LEASING / LLD;;;DY-693-EX;VP;CITROEN;C4 Cactus;C4 Cactus BlueHDi 100 S&S BVM 82g Business;50772;17/12/2015 00:00;8250;9900;M09P;GRIS SHARK;
FR;AC;020038F;SAS BEARN AUTO;VF70BBHYBFE579289;C250;F2ML;;;DZ-131-EK;VP;CITROEN;C4 Cactus;C4 Cactus BlueHDi 100 BVM SHINE;82144;27/01/2016 00:00;7150;8580;M0XL;NOIR OBSIDIEN;
FR;AC;020038F;SAS BEARN AUTO;VF7NCBHY6GY516668;C250;F2ML;;;EB-168-CA;VP;CITROEN;C4 II;C4 BlueHDi 100 BVM Millenium Business;61501;05/04/2016 00:00;8926,35;10711,62;M09V;NOIR PERLA NERA;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7SC8HR4CW622154;C250;F2ML;;;CP-213-ZP;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;67689;21/01/2013 00:00;4200;5040;P0WP;BLANC BANQUISE;
FR;AC;020415R;MIDI AUTO LORIENT;VF7SC8HR4EW506578;C250;F2ML;;;DC-886-SY;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;157918;03/02/2014 00:00;3175;3810;P0WP;BLANC BANQUISE;
FR;AC;020415R;MIDI AUTO LORIENT;VF7SC8HR4EW579651;C250;F2ML;;;DG-438-YQ;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;80915;24/06/2014 00:00;4512,68;5415,22;P0WP;BLANC BANQUISE;
FR;AC;020495C;MIDI AUTO 56;VF7SC8HR4EW569239;C250;F2ML;;;DJ-371-LK;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;67132;19/08/2014 00:00;4796,99;5756,39;P0WP;BLANC BANQUISE;
FR;AC;020038F;SAS BEARN AUTO;VF7XS9HM0EZ017152;C250;F2ML;;;DJ-720-FT;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Confort;58024;06/08/2014 00:00;8650;10380;P0WP;BLANC BANQUISE;
FR;AC;020044M;ALBERTVILLE AUTO DIFFUSION;VF73DBHZTGJ550844;C250;LEASING / LLD;;;EA-206-HG;VP;CITROEN;C4 PICASSO II;C4 PICASSO BlueHDi 120 S&S EAT6 Business;61988;09/03/2016 00:00;10419,5;12503,4;M0ZR;GRIS ALUMINIUM;
FR;AC;020044M;ALBERTVILLE AUTO DIFFUSION;VF77A9HN0EJ790716;C250;F2ML;;;DL-704-EH;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Confort;18545;23/10/2014 00:00;6383,33;7660;P0WP;BLANC BANQUISE;
FR;AC;020495C;MIDI AUTO 56;VF7SC8HR4EW599591;C250;F2ML;;;DG-455-BF;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;118074;23/05/2014 00:00;3849;4618,8;P0WP;BLANC BANQUISE;
FR;AC;020051V;TRESSOL;VF70PHMZBHE518451;C250;LEASING / LLD;LLD Collaborateur;;EL-495-LJ;VP;CITROEN;C4 Cactus;C4 CACTUS PureTech 82 S&S ETG Shine;11282;05/04/2017 00:00;10325,83;12391;M0ZR;GRIS ALUMINIUM;
FR;AC;020051V;TRESSOL;VF7PAHMTCHR804621;C250;LEASING / LLD;;;EN-868-PY;VP;CITROEN;C1;C1 5 portes PureTech 82 BVM Millenium;3984;26/06/2017 00:00;7501,2;9001,44;M09B;GRIS GALLIUM;
FR;AC;020052W;GARAGE BERNARD SA;VF77B9HF0DJ803202;C250;F2ML;;;CZ-221-WR;VU;CITROEN;Berlingo VU;Nv Berlingo 20 L1 HDi 90 BVM Club;86540;24/10/2013 00:00;5050;6060;P0WP;BLANC BANQUISE;
FR;AC;020052W;GARAGE BERNARD SA;VF7NC9HD8EY559473;C250;LEASING / LLD;;;DK-149-QT;VP;CITROEN;C4 II;C4 e-HDi 115 ETG6 Business;76036;02/10/2014 00:00;6650;7980;M0ZR;GRIS ALUMINIUM;
FR;AC;020052W;GARAGE BERNARD SA;VF7PSCFBCHR642995;C250;LEASING / LLD;;;EN-634-VP;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Millenium;9413;29/06/2017 00:00;7158,33;8590;M09B;GRIS GALLIUM;
FR;AC;020840C;PSA RETAIL ST HERBLAIN;VF7SC8HR4DW570950;C250;F2ML;;;CW-945-YT;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;37209;16/07/2013 00:00;4221,41;5065,69;P0WP;BLANC BANQUISE;
FR;AC;020850N;PSA RETAIL TOURS;VF7SC8HR4EW588011;C600;F2ML;;Kept By PSA Retail;DH-807-KY;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;44194;07/07/2014 00:00;5147,57;6177,08;P0WP;BLANC BANQUISE;
FR;AC;080903N;FARINEZ;VF7SC8HR4DW658485;C250;F2ML;;;DA-196-EX;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;31195;06/11/2013 00:00;4800;5760;P0WP;BLANC BANQUISE;
FR;AC;080905R;GGE CHAMBINAUD;VF7SC8HR4EW581836;C250;F2ML;;;DH-191-JT;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;84450;04/07/2014 00:00;4000;4800;P0WP;BLANC BANQUISE;
FR;AC;020052W;GARAGE BERNARD SA;VF7XS9HM0FZ033406;C250;LEASING / LLD;;;DT-891-LJ;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Business;40146;21/07/2015 00:00;9300;11160;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7SC8HR4DW579040;C250;F2ML;;;CW-147-CD;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;54561;21/06/2013 00:00;5000;6000;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7SC8HR4EW562348;C250;F2ML;;;DF-446-PE;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;74143;07/05/2014 00:00;4550;5460;P0WP;BLANC BANQUISE;
FR;AC;080946K;VARADES AUTOMOBILES SA;VF7SC8HR4EW583944;C250;F2ML;;;DF-733-JC;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;132231;29/04/2014 00:00;3388,45;4066,14;P0WP;BLANC BANQUISE;
FR;AC;020060E;DUMAS AUTOMOBILES;VF7NCBHZTFY577930;C250;LEASING / LLD;;;DY-553-XC;VP;CITROEN;C4 II;C4 BlueHDi 120 S&S EAT6 Millenium Business;31415;14/01/2016 00:00;8031,13;9637,36;M09V;NOIR PERLA NERA;
FR;AC;020062G;LUCHARD 45;VF7AAFHZ0G8756904;C250;F2ML;;;ED-008-XC;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Business;53198;11/07/2016 00:00;6434,76;7721,71;P0WP;BLANC BANQUISE;
FR;AC;020062G;LUCHARD 45;VF7NC9HP0FY515637;C250;F2ML;;;DR-754-DC;VP;CITROEN;C4 II;C4 HDi 90 BVM Millenium Business;82199;29/04/2015 00:00;7750;9300;M0VL;EVL  GRIS PLATINIUM;
FR;AC;020062G;LUCHARD 45;VF7NCBHZTGY512051;C250;F2ML;;;EA-871-KE;VP;CITROEN;C4 II;C4 BlueHDi 120 S&S EAT6 Millenium Business;96589;14/03/2016 00:00;8012,68;9615,22;P0WP;BLANC BANQUISE;
FR;AC;081002W;ACHATS GROUPE PELLEAU;VF7SC8HR4EW507676;C250;F2ML;;;DD-556-EK;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;94231;19/02/2014 00:00;4150;4980;P0WP;BLANC BANQUISE;
FR;AC;081011F;SARL INTER VO FRANCE;VF7SC8HR4EW562346;C250;F2ML;;;DH-213-JT;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;73993;04/07/2014 00:00;3750;4500;P0WP;BLANC BANQUISE;
FR;AC;081059H;ECKOPARK AUTO;VF7SC8HR4DW666516;C250;F2ML;;;DD-741-AF;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;98495;12/02/2014 00:00;4150;4980;P0WP;BLANC BANQUISE;
FR;AC;081059H;ECKOPARK AUTO;VF7SC8HR4EW583939;C250;F2ML;;;DF-896-GW;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;108236;28/04/2014 00:00;3230,05;3876,06;P0WP;BLANC BANQUISE;
FR;AC;081096Y;SARL TARN-AUTO;VF7SC8HR4EW506550;C250;F2ML;;;DC-939-TH;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;25614;03/02/2014 00:00;5300;6360;P0WP;BLANC BANQUISE;
FR;AC;081096Y;SARL TARN-AUTO;VF7SC8HR4EW559217;C250;F2ML;;;DF-085-DD;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;34104;22/04/2014 00:00;5400;6480;P0WP;BLANC BANQUISE;
FR;AC;020080B;SOBREVA SAS;VF77JBHY6HJ739414;C250;LEASING / LLD;;;EP-830-GW;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM XTR +;14302;19/07/2017 00:00;11894,94;14273,93;M09P;GRIS SHARK;
FR;AC;020089L;DIFFUSION AUTO DE CHARENTE;VF77A9HF0GJ520801;C250;F2ML;;;DZ-534-YK;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 90 BVM Confort;23293;24/02/2016 00:00;7100;8520;P0WP;BLANC BANQUISE;
FR;AC;020105D;BERREZAI SAS  GGE COTE D'EMERAUDE;VF73D9HC8EJ659214;C250;LEASING / LLD;;;DG-823-LX;VP;CITROEN;C4 PICASSO II;C4 Picasso e-HDi 115 ETG6 Business;121407;06/06/2014 00:00;7397,49;8876,99;P0WP;BLANC BANQUISE;
FR;AC;020105D;BERREZAI SAS  GGE COTE D'EMERAUDE;VF73D9HC8EJ671092;C250;LEASING / LLD;;;DG-730-HY;VP;CITROEN;C4 PICASSO II;C4 Picasso e-HDi 115 ETG6 Business;121809;03/06/2014 00:00;6900;8280;P0XY;NOIR ONYX;
FR;AC;020105D;BERREZAI SAS  GGE COTE D'EMERAUDE;VF7NC9HP0FY503330;C250;F2ML;;;DN-271-MS;VP;CITROEN;C4 II;C4 HDi 90 BVM Confort;86765;26/01/2015 00:00;6984,93;8381,92;P0WP;BLANC BANQUISE;
FR;AC;081218F;SARL DOMI AUTOMOBILES;VF7SC8HR4DW573431;C250;F2ML;;;CV-832-KV;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;27904;04/06/2013 00:00;6100;7320;M0PY;EPY  ROUGE RUBI;
FR;AC;081218F;SARL DOMI AUTOMOBILES;VF7SC8HR4DW586189;C250;F2ML;;;CW-158-CD;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;14904;21/06/2013 00:00;5150;6180;P0WP;BLANC BANQUISE;
FR;AC;081589J;SARL BERLAND;VF7SC8HR4EW599590;C250;F2ML;;;DG-468-BF;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;119837;23/05/2014 00:00;3767,86;4521,43;P0WP;BLANC BANQUISE;
FR;AC;020105D;BERREZAI SAS  GGE COTE D'EMERAUDE;VF7XS9HM0EZ041745;C250;F2ML;;;DK-403-VR;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Business;94321;09/10/2014 00:00;8258,3;9909,96;P0WP;BLANC BANQUISE;
FR;AC;020109H;DIFF AUTO DU POITOU;VF77B9HN0FJ735356;C250;LEASING / LLD;;;DT-369-BX;VU;CITROEN;Berlingo VU;Nv Berlingo 20 L1 HDi 75 BVM Business;64202;06/07/2015 00:00;6869,06;8242,87;P0WP;BLANC BANQUISE;
FR;AC;020109H;DIFF AUTO DU POITOU;VF77JBHY6HJ737615;C250;LEASING / LLD;;;EP-588-GW;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM XTR +;3110;19/07/2017 00:00;12413;14895,6;M09P;GRIS SHARK;
FR;AC;311747V;SARL JACQUELINE;VF7SC8HR4EW512754;C250;F2ML;;;DF-187-CL;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;42309;22/04/2014 00:00;4950;5940;P0WP;BLANC BANQUISE;
FR;AC;020109H;DIFF AUTO DU POITOU;VF7SHBHY6FT565980;C250;F2ML;;;DZ-028-GV;VP;CITROEN;C3 Picasso;C3 Picasso BlueHDi 100 BVM Feel Edition;25734;29/01/2016 00:00;8792,83;10551,4;M0KU;EKU  BLEU ENCRE OU DARK BLUE;
FR;AC;020109H;DIFF AUTO DU POITOU;VF7SHBHY6GT506837;C250;LEASING / LLD;;;EC-294-AG;VP;CITROEN;C3 Picasso;C3 Picasso BlueHDi 100 BVM Confort;22731;09/05/2016 00:00;8916,67;10700;P0WP;BLANC BANQUISE;
FR;AC;020109H;DIFF AUTO DU POITOU;VF7SHBHY6GT517344;C250;LEASING / LLD;;;ED-045-BC;VP;CITROEN;C3 Picasso;C3 Picasso BlueHDi 100 BVM Confort;24280;14/06/2016 00:00;8933,33;10720;P0WP;BLANC BANQUISE;
FR;AC;020123Y;SUD AUTO STE;VF73DBHZMEJ854841;C250;LEASING / LLD;;;DM-287-AH;VP;CITROEN;C4 PICASSO II;C4 PICASSO BlueHDi 120 S&S BVM6 EXCLUSIVE;39260;25/11/2014 00:00;12100;14520;P0XY;NOIR ONYX;
FR;AC;020123Y;SUD AUTO STE;VF77F9HF0EJ668894;C250;LEASING / LLD;;;DF-549-XZ;VU;CITROEN;Berlingo VU;Berlingo 21 L2 HDi 90 BVM Business;41535;20/05/2014 00:00;7500;9000;P0WP;BLANC BANQUISE;
FR;AC;020123Y;SUD AUTO STE;VF7PAHMTCFR766479;C250;LEASING / LLD;;;DV-360-CF;VP;CITROEN;C1 AIRSCAPE;C1 3 portes Airscape PureTech 82 BVM Shine;21251;18/08/2015 00:00;7700;9240;M0XZ;NOIR CALDERA;
FR;AC;020123Y;SUD AUTO STE;VF7VABHXHHZ054195;C250;LEASING / LLD;;;EN-963-RL;VP;CITROEN;SpaceTourer /Jumpy Combi;Jumpy Combi Taille XL BlueHDi 115 S&S BVM6 Confort;19954;27/06/2017 00:00;17693;21231,6;M0VL;EVL  GRIS PLATINIUM;
FR;AC;020131G;C12 AUTOMOBILE;VF7VABHXHHZ054194;C250;LEASING / LLD;;;EN-997-RL;VP;CITROEN;SpaceTourer /Jumpy Combi;Jumpy Combi Taille XL BlueHDi 115 S&S BVM6 Confort;25532;27/06/2017 00:00;18006,17;21607,4;M0VL;EVL  GRIS PLATINIUM;
FR;AC;020154G;SOCA;VF7PSCFBCGR631690;C250;LEASING / LLD;;;EL-550-VJ;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Feel;16060;20/04/2017 00:00;6341,67;7610;P0P8;BLANC LIPIZAN;
FR;AC;020154G;SOCA;VF7PSCFBCGR635696;C250;LEASING / LLD;;;EM-546-QZ;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Feel;15665;22/05/2017 00:00;6222,09;7466,51;M09A;GRIS CARLINITE;
FR;AC;020154G;SOCA;VF7PSCFBCHR643704;C250;LEASING / LLD;;;EP-017-GN;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Feel;9970;19/07/2017 00:00;6641,67;7970;M09B;GRIS GALLIUM;
FR;AC;020157K;DELEGLISE AUTOS SA;VF77B9HN0FJ542962;C250;LEASING / LLD;;;DN-622-WE;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Club;125450;05/02/2015 00:00;4942,94;5931,53;P0WP;BLANC BANQUISE;
FR;AC;329037N;SARL GGE LAUVRIERE;VF7SC8HR4DW607682;C250;F2ML;;;CY-921-MT;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;18953;12/09/2013 00:00;6250;7500;P0WP;BLANC BANQUISE;
FR;AC;020159M;CHOLET AUTO SA;VF7AAFHZ0D8412683;C250;LEASING / LLD;;;DC-464-WM;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Business;40076;06/02/2014 00:00;4589,6;5507,52;P0WP;BLANC BANQUISE;
FR;AC;020159M;CHOLET AUTO SA;VF7NC9HP0EY577963;C250;LEASING / LLD;;;DL-606-SW;VP;CITROEN;C4 II;C4 HDi 90 BVM Business;94925;14/11/2014 00:00;6350;7620;M09V;NOIR PERLA NERA;
FR;AC;020159M;CHOLET AUTO SA;VF7XCAHZ4DZ029080;C250;LEASING / LLD;;;CW-975-KP;VP;CITROEN;Jumpy;Jumpy Multi. L1H1 HDi 125 BVM6 Attraction;56138;28/06/2013 00:00;11200;13440;P0WP;BLANC BANQUISE;
FR;AC;020159M;CHOLET AUTO SA;VF7XS9HM0EZ041722;C250;F2ML;;;DJ-176-ZK;VU;CITROEN;Jumpy;Jumpy Frg T�l� 27 L1H1 HDi 90 BVM Confort;75076;10/09/2014 00:00;7094,86;8513,83;P0WP;BLANC BANQUISE;
FR;AC;020167W;ISERE DISTRIBUTION AUTOMOBILES;VF7PSCFBCHR645006;C250;LEASING / LLD;;;EP-804-EZ;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Feel;8304;17/07/2017 00:00;6639,83;7967,8;M0LB;ELB  BLEU SMALT;
FR;AC;020170Z;ROKAD AUTO;VF7PSCFBCHR640445;C250;LEASING / LLD;;;EP-709-AR;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Millenium;5611;06/07/2017 00:00;7191,67;8630;P0RK;ERK JELLY BERRY;
FR;AC;020178H;LOCHES AUTO DISTRIB.;VF77B9HN0FJ735349;C250;F2ML;;;DT-146-BX;VU;CITROEN;Berlingo VU;Nv Berlingo 20 L1 HDi 75 BVM Business;47652;06/07/2015 00:00;6259,06;7510,87;P0WP;BLANC BANQUISE;
FR;AC;020178H;LOCHES AUTO DISTRIB.;VF7FC8HZCAA574246;C250;F2ML;;;AT-479-PG;VP;CITROEN;C3;C3 Classic HDi 70 BVM;8901;08/06/2010 00:00;4350;5220;P0WP;BLANC BANQUISE;
FR;AC;020185R;GARAGE DUBOIS HELLEUX;VF77B9HN0FJ821695;C250;LEASING / LLD;;;DX-613-LL;VU;CITROEN;Berlingo VU;Nv Berlingo 20 L1 HDi 75 BVM Club;58074;19/11/2015 00:00;6004,85;7205,82;M0ZR;GRIS ALUMINIUM;
FR;AC;329037N;SARL GGE LAUVRIERE;VF7SC8HR4EW534535;C250;F2ML;;;DF-741-FA;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;28086;24/04/2014 00:00;5200;6240;P0WP;BLANC BANQUISE;
FR;AC;020189V;VETILLE AUTOMOBILES;VF7KFAHWTGS502900;C250;F2ML;;;EB-430-KR;VP;CITROEN;DS 5;DS 5 BlueHDi 180 S&S EAT6 Sport Chic;46542;18/04/2016 00:00;18141,67;21770;M0KU;EKU  BLEU ENCRE OU DARK BLUE;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF70BBHYBHE539490;C250;LEASING / LLD;;;EP-532-JM;VP;CITROEN;C4 Cactus;C4 Cactus BlueHDi 100 S&S BVM 82g Feel Business;25390;21/07/2017 00:00;11648,17;13977,8;M0VL;EVL  GRIS PLATINIUM;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF77A9HN0FJ552334;C250;F2ML;;;DP-509-QC;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Confort;51904;06/03/2015 00:00;6318,13;7581,76;P0WP;BLANC BANQUISE;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF77A9HN0FJ585382;C250;F2ML;;;DQ-928-TN;VU;CITROEN;Berlingo VU;Berlingo 20 L1 HDi 75 BVM Confort;49564;16/04/2015 00:00;5721,64;6865,97;P0WP;BLANC BANQUISE;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF77JBHY6HJ739452;C250;LEASING / LLD;;;EP-729-GW;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM XTR +;16499;19/07/2017 00:00;12034,83;14441,8;M09P;GRIS SHARK;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF77SBHY6HJ746261;C250;LEASING / LLD;;;EP-329-GW;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM Feel 7 places;13376;19/07/2017 00:00;11970,83;14365;M0ZR;GRIS ALUMINIUM;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF7AAFHZ0E8526111;C250;F2ML;;;DN-028-AJ;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Club;43026;05/01/2015 00:00;5793,77;6952,52;P0WP;BLANC BANQUISE;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF7AAFHZ0F8631499;C250;LEASING / LLD;;;DQ-588-GQ;VU;CITROEN;Nemo VU;Nemo HDi 75 BVM Business;65849;30/03/2015 00:00;6000;7200;P0WP;BLANC BANQUISE;
FR;AC;081033E;SARL FS AUTOMOBILE;VF7NX9HD8DY560597;C250;F2ML;;;CX-075-HM;VP;CITROEN;DS 4;DS 4 e-HDi 115 BVM6 Executive;118192;26/07/2013 00:00;6600;7920;M0K1;HICKORY;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF7PAHMTCHR805663;C250;LEASING / LLD;;;EP-334-YQ;VP;CITROEN;C1;C1 5 portes PureTech 82 BVM Millenium;5960;21/08/2017 00:00;7508,33;9010;P0P8;BLANC LIPIZAN;
FR;AC;CP01;Particulier;VF7SC8HR4EW546535;C100;F2ML;;;DK-919-SF;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;66737;06/10/2014 00:00;5850;7020;P0WP;BLANC BANQUISE;
FR;AC;CP01;Particulier;VF7SC8HR4EW588010;C100;F2ML;;;DJ-535-FF;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;35406;06/08/2014 00:00;6108,33;7330;P0WP;BLANC BANQUISE;
FR;AC;020563B;MIDI AUTO BREST;VF7SC8HR4FW521231;C250;LEASING / LLD;;;DP-994-CY;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;56292;18/02/2015 00:00;5263,85;6316,62;P0WP;BLANC BANQUISE;
FR;AC;080903N;FARINEZ;VF7SC8HR4EW645872;C250;F2ML;;;DK-959-WB;VP;CITROEN;C3 II;C3 HDi 70 BVM Attraction;25374;10/10/2014 00:00;5200;6240;P0WP;BLANC BANQUISE;
FR;AC;020442V;SRAN;VF7SC8HR4FW541631;C250;LEASING / LLD;;;DQ-704-NF;VP;CITROEN;C3 II;C3 HDi 70 BVM Auto-Ecole;71444;08/04/2015 00:00;5100;6120;M0ZR;GRIS ALUMINIUM;
FR;AC;020192Y;LHERMITE AUTOMOBILES CHARTRES SA;VF7VABHXHHZ054196;C250;LEASING / LLD;;;EN-970-RL;VP;CITROEN;SpaceTourer /Jumpy Combi;Jumpy Combi Taille XL BlueHDi 115 S&S BVM6 Confort;34859;27/06/2017 00:00;17294,21;20753,05;M0VL;EVL  GRIS PLATINIUM;
FR;AC;020205M;GARAGE MODERNE;VF77JBHY6HJ683263;C250;LEASING / LLD;;;EP-206-AL;VP;CITROEN;Berlingo Multispace;Berlingo Multispace BlueHDi 100 BVM XTR +;18813;06/07/2017 00:00;11720,17;14064,2;M09P;GRIS SHARK;
FR;AC;020205M;GARAGE MODERNE;VF7PSCFBCHR645626;C250;LEASING / LLD;;;EP-427-XC;VP;CITROEN;C1;C1 5 portes VTi 68 BVM Millenium;8883;16/08/2017 00:00;7243,46;8692,15;P0RK;ERK JELLY BERRY;
FR;AC;020495C;MIDI AUTO 56;VF7SC8HR4FW530246;C250;LEASING / LLD;;;DP-413-GT;VP;CITROEN;C3 II;C3 HDi 70 BVM Auto-Ecole;73336;24/02/2015 00:00;5126,42;6151,7;M0U3;BLEU BELLE ILE;
FR;AC;081003X;FORUM AUTOMOBILES;VF7SC8HR4FW531203;C250;LEASING / LLD;;;DP-427-GT;VP;CITROEN;C3 II;C3 HDi 70 BVM Auto-Ecole;90549;24/02/2015 00:00;4500;5400;M0U3;BLEU BELLE ILE;
FR;AC;020205M;GARAGE MODERNE;VF7SHBHY6FT579835;C250;LEASING / LLD;;;DX-716-ZP;VP;CITROEN;C3 Picasso;C3 Picasso BlueHDi 100 BVM Confort;28410;08/12/2015 00:00;8616,67;10340;P0WP;BLANC BANQUISE;
FR;AC;020205M;GARAGE MODERNE;VF7SXBHY6GT567593;C250;LEASING / LLD;LLD Collaborateur;;EJ-727-HB;VP;CITROEN;C3 III;C3 BlueHDi 100 S&S BVM Feel;22928;16/01/2017 00:00;9733,33;11680;M0PY;EPY  ROUGE RUBI;
